adauga_licitatie,2026-05-27T17:08:24.873705100
utilizator_getAll,2026-05-27T17:08:32.054604600
utilizator_getAll,2026-05-27T17:08:40.486659400
utilizator_getAll,2026-05-27T17:19:33.398136800
utilizator_add,2026-05-27T17:19:40.032200100
utilizator_add,2026-05-27T17:19:47.242817900
utilizator_getAll,2026-05-27T17:19:50.049534600
adauga_licitatie,2026-05-27T17:19:55.316702400
utilizator_getAll,2026-05-27T17:19:59.073150700
utilizator_getAll,2026-05-27T17:20:09.924935700
utilizator_add,2026-05-28T14:13:59.367154600
utilizator_add,2026-05-28T14:14:08.950815900
utilizator_add,2026-05-28T14:18:17.918971500
utilizator_add,2026-05-28T14:18:26.190537400
utilizator_getAll,2026-05-28T14:18:28.588571100
adauga_licitatie,2026-05-28T14:18:33.574733500
utilizator_getAll,2026-05-28T14:18:45.087096700
utilizator_getAll,2026-05-28T14:19:04.430419300
raport_licitatii_cu_numar_oferte,2026-05-28T14:19:06.759265100
respingere_top_clienti,2026-05-28T14:19:16.168869100
raport_oferte,2026-05-28T14:19:30.679870500
aprobare_oferta,2026-05-28T14:19:49.982219900
inchidere_licitatie,2026-05-28T14:19:53.235789400
raport_licitatii_cu_numar_oferte,2026-05-28T14:19:58.601570900
raport_oferte,2026-05-28T14:20:01.409820600
respingere_top_clienti,2026-05-28T14:20:06.735405800
utilizator_add,2026-06-02T16:42:33.254517500
utilizator_add,2026-06-02T16:42:43.592268500
utilizator_getAll,2026-06-02T16:42:46.005192100
adauga_licitatie,2026-06-02T16:42:51.256167600
utilizator_getAll,2026-06-02T16:42:59.474797700
utilizator_getAll,2026-06-02T16:43:11.731488100
respingere_top_clienti,2026-06-02T16:43:15.562240300
raport_oferte,2026-06-02T16:43:19.550855900
raport_licitatii_cu_numar_oferte,2026-06-02T16:43:23.233892100
inchidere_licitatie,2026-06-02T16:44:37.941658400
raport_oferte,2026-06-02T16:44:44.628383100
raport_licitatii_cu_numar_oferte,2026-06-02T16:44:50.426571900
utilizator_add,2026-06-02T18:26:50.766643500
utilizator_add,2026-06-02T18:27:00.006237900
utilizator_getAll,2026-06-02T18:27:03.034318500
utilizator_getAll,2026-06-02T18:27:05.353552900
adauga_licitatie,2026-06-02T18:27:10.088540300
utilizator_getAll,2026-06-02T18:27:16.639546300
utilizator_getAll,2026-06-02T18:27:26.171076800
respingere_top_clienti,2026-06-02T18:27:29.210334
raport_oferte,2026-06-02T18:27:33.166453700
raport_licitatii_cu_numar_oferte,2026-06-02T18:27:37.478004700
inchidere_licitatie,2026-06-02T18:27:43.827429
raport_licitatii_cu_numar_oferte,2026-06-02T18:27:48.148369100
raport_oferte,2026-06-02T18:27:51.500657600
respingere_top_clienti,2026-06-02T18:27:55.180605200
respingere_oferta,2026-06-02T18:28:04.303370200
raport_oferte,2026-06-02T18:28:06.498967300
